code,company,industry,listing_date,market_cap,market_cap_as_at,registry,registry_raw,registry_address,registry_phone,registry_since
STG,STRAKER LIMITED,Media & Entertainment,2018-10-22,,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
STH,STEPCHANGE HOLDINGS LIMITED,Software & Services,2025-07-10,22222826,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
STK,STRICKLAND METALS LIMITED,Materials,2006-04-06,211177501,2026-08-07,Xcend,XCEND PTY LTD,"Level 2,, 477 Pitt Street, HAYMARKET, NSW, AUSTRALIA, 2000",61 2 8591 8509,2026-08-07
STM,SUNSTONE METALS LTD,Materials,2007-03-22,56804045,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 1, 200 Mary Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 552 270,2026-08-07
STN,SATURN METALS LIMITED,Materials,2018-03-09,284143127,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
STO,SANTOS LIMITED,Energy,1954-10-01,24780507692,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 4, 44 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,2026-08-07
STP,STEP ONE CLOTHING LIMITED,Consumer Discretionary Distribution & Retail,2021-11-01,28727745,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
STV,SWIFT TV LTD,Media & Entertainment,1994-06-30,8620614,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
STX,STRIKE ENERGY LIMITED,Energy,2004-08-05,341942715,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
SUH,SOUTHERN HEMISPHERE MINING LIMITED,Materials,2010-01-05,25032161,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
SUL,SUPER RETAIL GROUP LIMITED,Consumer Discretionary Distribution & Retail,2004-07-06,3091564785,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,2026-08-07
SUN,SUNCORP GROUP LIMITED,Insurance,1988-07-07,20554396762,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,2026-08-07
SVG,SAVANNAH GOLDFIELDS LIMITED,Materials,1987-04-02,20174193,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,2026-08-07
SVL,SILVER MINES LIMITED,Materials,2007-01-19,332906128,2026-08-07,Xcend,XCEND PTY LTD,"Level 2,, 477 Pitt Street, HAYMARKET, NSW, AUSTRALIA, 2000",61 2 8591 8509,2026-08-07
SVM,SOVEREIGN METALS LIMITED,Materials,2007-01-22,341099826,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 17, 221 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,2026-08-07
SVR,SOLVAR LIMITED,Financial Services,2006-10-19,295842653,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,2026-08-07
SVY,STAVELY MINERALS LIMITED,Materials,2014-05-07,16521800,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 17, 221 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,2026-08-07
SWP,SWOOP HOLDINGS LIMITED,Telecommunication Services,1988-10-06,27062326,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
SX2,SOUTHERN CROSS GOLD CONSOLIDATED LTD.,Materials,2025-01-16,2893542178,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,2026-08-07
SXE,SOUTHERN CROSS ELECTRICAL ENGINEERING LTD,Capital Goods,2007-11-28,1404378928,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 17, 221 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,2026-08-07
SXL,SOUTHERN CROSS MEDIA GROUP LIMITED,Media & Entertainment,2005-11-17,256146839,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 4, 44 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,2026-08-07
SYL,SYMAL GROUP LIMITED,Capital Goods,2024-11-21,645689597,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,2026-08-07
SYR,SYRAH RESOURCES LIMITED,Materials,2007-09-11,243802387,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,2026-08-07
T3D,333D LIMITED,Commercial & Professional Services,2006-12-27,6976051,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
T88,TAITON RESOURCES LIMITED,Materials,2022-12-19,4334707,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
T92,TERRA CRITICAL MINERALS LIMITED,Energy,2022-09-08,5934622,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
TAH,TABCORP HOLDINGS LIMITED,Consumer Services,1994-08-15,2097769470,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED.,"Tower 4., 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 665 661,2026-08-07
TAL,TALIUS GROUP LIMITED,Software & Services,2006-06-02,19961349,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
TAM,TANAMI GOLD NL,Materials,1986-12-11,138661451,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
TAR,TARUGA MINERALS LIMITED,Materials,2012-02-07,20852766,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
TAS,TASMAN RESOURCES LTD,Materials,2001-12-18,21605647,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
TAT,TARTANA MINERALS LIMITED,Materials,2004-12-17,8605214,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,2026-08-07
TBN,TAMBORAN RESOURCES CORPORATION,Energy,2021-07-02,1929942006,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
TBR,TRIBUNE RESOURCES LIMITED,Materials,1989-05-04,258142939,2026-08-07,Xcend,XCEND PTY LTD,"Level 2,, 477 Pitt Street, HAYMARKET, NSW, AUSTRALIA, 2000",61 2 8591 8509,2026-08-07
TCF,360 CAPITAL MORTGAGE REIT,Not Applic,2006-10-17,51744969,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
TCG,TURACO GOLD LIMITED,Materials,2008-07-22,689730477,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
TCL,TRANSURBAN GROUP,Transportation,1996-03-14,45523481190,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,2026-08-07
TCO,TRANSMETRO CORPORATION LIMITED,Consumer Services,1987-09-17,35196706,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 4, 44 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,2026-08-07
TD1,TALI DIGITAL LIMITED,Health Care Equipment & Services,2004-09-23,4672748,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
TDO,3D ENERGI LIMITED,Energy,2007-05-22,,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,2026-08-07
TEA,TASMEA LIMITED,Capital Goods,2024-04-29,2438357443,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
TEE,TOP END ENERGY LIMITED,Energy,2022-04-04,,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
TEG,TRIANGLE ENERGY (GLOBAL) LIMITED,Energy,2006-01-06,,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
TEK,THORNEY TECHNOLOGIES LTD,Not Applic,2005-05-10,34488978,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,2026-08-07
TEM,TEMPEST MINERALS LIMITED,Materials,2017-03-28,4407505,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
TER,TERRACOM LIMITED,Energy,2010-07-22,116641482,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
TET,TETRAGON ENERGY LIMITED,Energy,2026-07-09,7940082,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
TFL,TASFOODS LIMITED,"Food, Beverage & Tobacco",1999-12-16,,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,2026-08-07
TG1,TECHGEN METALS LTD,Materials,2021-04-07,12040643,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 17, 221 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,2026-08-07
TG6,TG METALS LIMITED,Materials,2022-05-26,19887501,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
TGF,TRIBECA GLOBAL NATURAL RESOURCES LIMITED,Not Applic,2018-10-12,191603948,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
TGH,TERRAGEN HOLDINGS LIMITED,Materials,2019-12-11,16463980,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
TGM,THETA GOLD MINES LIMITED,Materials,2011-04-07,247823904,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
TGN,TUNGSTEN MINING NL,Materials,2012-12-17,286249742,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
THL,TOURISM HOLDINGS RENTALS LIMITED,Transportation,2022-12-02,509439731,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
THR,THOR ENERGY PLC,Materials,2006-09-27,9270654,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,2026-08-07
TIA,TIAN AN AUSTRALIA LIMITED,Real Estate Management & Development,1985-12-11,14723501,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 4, 44 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,2026-08-07
TIO,TEMAS RESOURCES CORP.,Materials,2025-10-27,10657459,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"Level 12 QV1 Building, 250 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 554 474,2026-08-07
TIP,TEAMINVEST PRIVATE GROUP LIMITED,Financial Services,2019-05-24,37623810,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,2026-08-07
TKM,TREK METALS LIMITED,Materials,2007-07-05,49719818,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
TLC,THE LOTTERY CORPORATION LIMITED,Consumer Services,2022-05-24,12108198064,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
TLG,TALGA GROUP LTD,Materials,2010-07-09,153278039,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
TLM,TALISMAN MINING LIMITED,Materials,2005-11-25,13935706,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LEVEL 4 CENTRAL PARK, 152 ST GEORGES TERRACE, PERTH, WA, AUSTRALIA, 6000",1300 554 474,2026-08-07
TLS,TELSTRA GROUP LIMITED,Telecommunication Services,1997-11-17,55472898510,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"TELSTRA CORPORATION LIMITED, Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 886 677,2026-08-07
TLX,TELIX PHARMACEUTICALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2017-11-15,5110355782,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
TM1,TERRA METALS LIMITED,Energy,2012-12-20,221640553,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 17, 221 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,2026-08-07
TMB,TAMBOURAH METALS LTD,Materials,2021-08-12,7804312,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
TMK,TMK ENERGY LIMITED,Energy,2008-07-10,39110722,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"LEVEL 5, 191 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,2026-08-07
TML,TIMAH RESOURCES LIMITED,Utilities,2015-09-16,4171709,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
TMS,TENNANT MINERALS LIMITED,Materials,2004-08-17,11973277,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
TMX,TERRAIN MINERALS LIMITED,Materials,2006-03-23,9279320,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 17, 221 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,2026-08-07
TNC,TRUE NORTH COPPER LIMITED,Materials,2020-11-10,62153115,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
TNE,TECHNOLOGY ONE LIMITED,Software & Services,1999-12-08,10655846010,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,2026-08-07
TNY,TINYBEANS GROUP LTD,Media & Entertainment,2017-04-21,13750516,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
TOK,TOLU MINERALS LIMITED.,Materials,2023-11-10,349827484,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"LIBERTY PLACE, LEVEL 41, 161 CASTLEREAGH ST, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,2026-08-07
TON,TRITON MINERALS LTD,Materials,2009-08-14,,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 17, 221 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,2026-08-07
TOP,THORNEY OPPORTUNITIES LTD,Not Applic,2000-03-22,93836187,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,2026-08-07
TOR,TORQUE METALS LIMITED..,Materials,2021-06-25,131234985,2026-08-07,Automic,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,2026-08-07
TOT,360 CAPITAL REIT,Equity Real Estate Investment Trusts (REITs),2015-04-22,90536672,2026-08-07,Boardroom,BOARDROOM PTY LIMITED,"LEVEL 8, 210 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,2026-08-07
TOU,TLOU ENERGY LIMITED,Energy,2013-04-09,3895753,2026-08-07,MUFG Corporate Markets,MUFG CORPORATE MARKETS (AU) LIMITED,"Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,2026-08-07
TPC,TPC CONSOLIDATED LIMITED,Utilities,2007-07-16,37568942,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 4, 44 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,2026-08-07
TPG,TPG TELECOM LIMITED.,Telecommunication Services,2020-06-30,7047275546,2026-08-07,Computershare,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 4, 44 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",02 8234 5000,2026-08-07
